,stock_ticker,price,sma_50,sma_150,sma_200,sma_200_20_days_before,sma_200_is_up_for_months,low_of_52_weeks,high_of_52_weeks,rs_rating,is_pass_condition_1,is_pass_condition_2,is_pass_condition_3,is_pass_condition_4,is_pass_condition_5,is_pass_condition_6,is_pass_condition_7,is_pass_condition_8,is_pass_all_conditions
627,BBVA,11.35,10.58,9.1,8.66,8.27,True,6.15,11.53,107.94,True,True,True,True,True,True,True,True,True
628,BBW,29.34,26.31,25.15,25.06,24.31,True,18.06,29.87,85.71,True,True,True,True,True,True,True,True,True
643,BCO,89.29,85.49,80.26,78.17,76.33,True,59.62,92.38,97.62,True,True,True,True,True,True,True,True,True
648,BCS,9.69,8.88,7.72,7.65,7.46,True,6.05,9.87,95.24,True,True,True,True,True,True,True,True,True
651,BCSF,16.17,15.38,14.83,14.6,14.26,True,9.97,16.17,119.84,True,True,True,True,True,True,True,True,True
667,BECN,97.65,91.68,83.93,83.29,81.6,True,57.24,102.05,98.41,True,True,True,True,True,True,True,True,True
668,BEDU,2.05,2.0,1.51,1.4,1.35,True,0.83,2.52,80.16,True,True,True,True,True,True,True,True,True
671,BELFA,70.5,68.7,60.0,58.15,56.84,True,32.9,78.7,91.27,True,True,True,True,True,True,True,True,True
693,BFST,22.19,21.58,21.17,20.55,20.02,True,13.28,25.17,74.6,True,True,True,True,True,True,True,True,True
697,BGC,7.81,7.77,6.81,6.34,6.03,True,3.97,8.55,96.03,True,True,True,True,True,True,True,True,True
706,BGT,12.97,12.81,11.94,11.69,11.46,True,9.89,13.2,111.9,True,True,True,True,True,True,True,True,True
715,BHE,30.63,29.82,26.93,26.48,26.01,True,20.3,31.07,94.44,True,True,True,True,True,True,True,True,True
756,BK,57.73,55.8,50.4,48.79,47.51,True,38.61,57.73,104.76,True,True,True,True,True,True,True,True,True
757,BKD,6.88,6.2,5.34,5.0,4.76,True,3.39,6.92,83.33,True,True,True,True,True,True,True,True,True
758,BKDT,92.57,86.15,74.72,70.19,66.95,True,49.28,94.96,79.37,True,True,True,True,True,True,True,True,True
768,BKU,27.82,26.54,26.19,26.04,25.53,True,15.68,32.34,78.57,True,True,True,True,True,True,True,True,True
772,BLBD,36.25,34.29,26.39,25.13,23.74,True,17.58,38.38,110.32,True,True,True,True,True,True,True,True,True
794,BLX,30.0,27.99,24.81,24.25,23.37,True,16.74,30.24,110.32,True,True,True,True,True,True,True,True,True
796,BMA,52.35,43.65,30.67,28.8,26.16,True,14.99,53.27,98.41,True,True,True,True,True,True,True,True,True
823,BNTC,6.93,4.93,3.79,3.6,3.45,True,1.93,6.99,89.68,True,True,True,True,True,True,True,True,True
845,BPMC,93.56,89.7,75.34,69.86,67.11,True,43.96,99.79,103.17,True,True,True,True,True,True,True,True,True
846,BPOP,88.19,84.08,76.48,73.78,71.38,True,52.59,88.82,80.16,True,True,True,True,True,True,True,True,True
866,BRFS,3.42,3.18,2.74,2.54,2.41,True,1.19,3.47,89.68,True,True,True,True,True,True,True,True,True
900,BSVN,27.88,27.43,25.19,25.1,24.75,True,20.2,28.26,77.78,True,True,True,True,True,True,True,True,True
901,BSX,68.87,67.3,59.48,57.68,56.26,True,48.64,68.87,101.59,True,True,True,True,True,True,True,True,True
917,BTO,28.31,27.97,27.22,27.0,26.76,True,20.96,30.48,77.78,True,True,True,True,True,True,True,True,True
925,BUR,15.45,15.08,14.25,14.07,13.77,True,11.85,16.42,80.16,True,True,True,True,True,True,True,True,True
928,BUSE,23.38,22.8,21.88,21.46,21.16,True,16.23,24.87,75.4,True,True,True,True,True,True,True,True,True
929,BV,11.43,10.28,8.67,8.53,8.11,True,5.17,12.18,99.21,True,True,True,True,True,True,True,True,True
937,BWB,12.08,11.63,11.26,11.06,10.92,True,8.09,13.86,77.78,True,True,True,True,True,True,True,True,True
943,BWMX,19.5,17.81,15.22,14.95,14.29,True,10.11,20.45,102.38,True,True,True,True,True,True,True,True,True
952,BXSL,31.78,29.89,27.71,27.17,26.54,True,22.57,31.78,116.67,True,True,True,True,True,True,True,True,True
960,BYRN,12.96,12.67,7.71,6.69,5.83,True,2.24,14.99,84.13,True,True,True,True,True,True,True,True,True
963,BZ,18.72,17.54,15.96,15.89,15.58,True,13.01,20.79,73.02,True,True,True,True,True,True,True,True,True
967,C,62.63,58.41,50.18,48.38,46.93,True,37.39,63.46,94.44,True,True,True,True,True,True,True,True,True
968,CAAP,17.05,15.65,14.61,14.44,13.92,True,10.06,17.61,77.78,True,True,True,True,True,True,True,True,True
976,CADE,28.93,27.45,25.67,24.86,24.09,True,16.97,30.76,83.33,True,True,True,True,True,True,True,True,True
977,CADL,5.82,2.83,1.66,1.54,1.21,True,0.68,7.28,84.92,True,True,True,True,True,True,True,True,True
986,CALM,60.2,59.15,53.63,51.69,50.25,True,42.93,62.92,90.48,True,True,True,True,True,True,True,True,True
994,CAPL,23.32,22.3,21.9,21.07,20.64,True,16.75,23.49,105.56,True,True,True,True,True,True,True,True,True
1000,CARG,23.35,22.87,21.46,21.09,21.02,True,15.5,24.49,97.62,True,True,True,True,True,True,True,True,True
1008,CASY,313.56,305.27,285.34,276.26,268.19,True,216.62,319.38,98.41,True,True,True,True,True,True,True,True,True
1009,CAT,364.37,346.21,294.94,288.47,276.37,True,202.01,377.92,103.97,True,True,True,True,True,True,True,True,True
1010,CATC,64.41,64.25,62.83,60.83,60.03,True,44.62,72.06,78.57,True,True,True,True,True,True,True,True,True
1012,CATX,1.64,1.19,0.65,0.61,0.53,True,0.21,1.64,95.24,True,True,True,True,True,True,True,True,True
1028,CBT,93.27,88.5,78.58,76.19,73.71,True,62.92,98.24,81.75,True,True,True,True,True,True,True,True,True
1031,CBZ,77.26,74.92,63.71,61.32,59.19,True,49.55,78.5,122.22,True,True,True,True,True,True,True,True,True
1033,CCAP,17.18,16.71,16.15,15.9,15.55,True,11.8,17.26,97.62,True,True,True,True,True,True,True,True,True
1038,CCD,21.8,21.34,19.3,19.2,19.09,True,16.11,22.36,95.24,True,True,True,True,True,True,True,True,True
1043,CCJ,48.53,44.01,43.28,41.18,39.54,True,26.05,50.56,90.48,True,True,True,True,True,True,True,True,True
1063,CDE,4.64,3.51,2.97,2.89,2.75,True,2.01,4.93,76.98,True,True,True,True,True,True,True,True,True
1071,CDRO,6.96,6.69,4.42,4.11,3.74,True,2.47,7.66,91.27,True,True,True,True,True,True,True,True,True
1075,CDXC,3.4,2.74,1.86,1.79,1.58,True,1.28,4.32,92.86,True,True,True,True,True,True,True,True,True
1081,CECO,23.9,22.17,19.64,18.05,17.09,True,10.76,24.02,86.51,True,True,True,True,True,True,True,True,True
1083,CEG,188.28,169.81,134.38,126.33,117.19,True,75.07,193.08,101.59,True,True,True,True,True,True,True,True,True
1086,CELC,17.66,17.6,14.27,13.16,12.42,True,8.7,21.6,86.51,True,True,True,True,True,True,True,True,True
1090,CEM,46.19,43.84,38.97,37.84,36.54,True,28.54,46.37,95.24,True,True,True,True,True,True,True,True,True
1092,CENT,42.3,41.93,37.82,36.74,35.72,True,28.12,43.97,90.48,True,True,True,True,True,True,True,True,True
1093,CENTA,36.35,36.15,33.83,33.34,32.74,True,27.2,38.11,84.92,True,True,True,True,True,True,True,True,True
1094,CENX,17.57,13.35,10.2,9.7,8.97,True,5.79,17.99,83.33,True,True,True,True,True,True,True,True,True
1095,CEPU,10.34,8.95,7.77,7.31,6.96,True,4.86,10.85,86.51,True,True,True,True,True,True,True,True,True
1096,CERE,41.96,41.92,35.17,32.69,31.81,True,20.26,43.27,88.1,True,True,True,True,True,True,True,True,True
1112,CFG,35.06,33.36,30.06,29.57,28.74,True,22.18,36.29,80.16,True,True,True,True,True,True,True,True,True
1114,CFR,115.2,108.57,101.31,101.04,100.54,True,82.18,115.2,77.78,True,True,True,True,True,True,True,True,True
1116,CG,46.49,45.75,38.17,36.57,35.05,True,24.64,47.85,109.52,True,True,True,True,True,True,True,True,True
1120,CGBD,16.9,15.82,14.63,14.41,14.11,True,11.66,16.9,106.35,True,True,True,True,True,True,True,True,True
1129,CHCI,6.53,5.21,4.72,4.65,4.46,True,3.51,7.94,84.92,True,True,True,True,True,True,True,True,True
1151,CHRD,183.93,170.14,161.29,158.62,155.04,True,125.26,187.42,103.97,True,True,True,True,True,True,True,True,True
1163,CHW,6.36,6.28,5.71,5.68,5.59,True,4.84,6.55,87.3,True,True,True,True,True,True,True,True,True
1167,CI,352.91,348.03,312.72,304.91,296.77,True,238.31,364.08,114.29,True,True,True,True,True,True,True,True,True
1178,CINF,121.8,116.76,107.56,106.33,104.07,True,93.56,124.17,89.68,True,True,True,True,True,True,True,True,True
1182,CION,11.36,10.79,10.37,10.21,10.05,True,7.85,11.36,92.86,True,True,True,True,True,True,True,True,True
1188,CIX,32.99,30.07,24.09,23.47,22.31,True,16.91,37.9,88.1,True,True,True,True,True,True,True,True,True
1192,CKX,14.4,13.43,13.01,12.5,12.17,True,9.42,14.4,91.27,True,True,True,True,True,True,True,True,True
1193,CL,88.82,86.7,79.5,78.03,76.85,True,67.62,89.53,97.62,True,True,True,True,True,True,True,True,True
1206,CLH,200.21,191.19,174.41,173.07,169.44,True,135.7,203.45,101.59,True,True,True,True,True,True,True,True,True
1210,CLMB,67.0,66.0,54.68,51.92,49.98,True,37.9,72.12,109.52,True,True,True,True,True,True,True,True,True
1222,CLS,44.45,44.16,33.19,30.01,27.01,True,10.63,49.43,100.0,True,True,True,True,True,True,True,True,True
1224,CLSK,20.73,17.54,10.35,9.14,7.96,True,3.42,23.4,72.22,True,True,True,True,True,True,True,True,True
1229,CLW,40.39,39.75,36.88,36.33,35.38,True,29.4,43.94,76.98,True,True,True,True,True,True,True,True,True
1244,CMG,2913.84,2788.77,2355.8,2255.01,2175.03,True,1780.0,2990.69,105.56,True,True,True,True,True,True,True,True,True
1245,CMI,292.11,280.68,247.66,246.52,240.98,True,204.41,302.86,98.41,True,True,True,True,True,True,True,True,True
1276,CNM,55.79,52.11,40.97,38.55,35.98,True,25.25,59.75,125.4,True,True,True,True,True,True,True,True,True
1279,CNO,26.68,26.63,25.97,25.5,25.2,True,20.48,28.16,96.03,True,True,True,True,True,True,True,True,True
1281,CNOBP,19.8,19.47,18.5,18.11,17.79,True,14.17,20.25,85.71,True,True,True,True,True,True,True,True,True
1283,CNQ,76.71,72.81,67.16,65.65,63.43,True,53.3,82.32,100.0,True,True,True,True,True,True,True,True,True
1290,CNTX,1.41,1.23,1.13,1.12,1.12,True,0.48,1.6,70.63,True,True,True,True,True,True,True,True,True
1293,CNX,24.12,22.25,21.45,21.27,20.63,True,14.56,24.62,96.83,True,True,True,True,True,True,True,True,True
1304,COF,149.7,139.56,122.4,118.88,115.71,True,85.63,149.7,86.51,True,True,True,True,True,True,True,True,True
1310,COIN,237.02,225.04,150.46,134.5,117.73,True,48.49,279.71,92.06,True,True,True,True,True,True,True,True,True
1311,COKE,834.62,833.63,786.61,757.36,740.75,True,560.45,949.0,84.92,True,True,True,True,True,True,True,True,True
1324,COOP,79.96,74.62,65.08,62.72,60.11,True,41.91,79.96,106.35,True,True,True,True,True,True,True,True,True
1326,COP,130.0,120.99,117.6,117.27,114.65,True,96.09,133.52,91.27,True,True,True,True,True,True,True,True,True
1337,CPAY,306.06,293.29,271.32,268.82,263.23,True,207.09,316.14,101.59,True,True,True,True,True,True,True,True,True
1339,CPF,19.87,19.06,18.29,18.03,17.74,True,13.55,20.21,86.51,True,True,True,True,True,True,True,True,True
1358,CR,138.94,129.82,112.84,107.02,102.14,True,68.47,138.94,103.97,True,True,True,True,True,True,True,True,True
1359,CRAI,148.31,135.6,111.7,110.23,105.93,True,83.47,150.53,110.32,True,True,True,True,True,True,True,True,True
1360,CRBG,27.23,26.15,22.99,21.87,20.87,True,15.39,28.95,115.87,True,True,True,True,True,True,True,True,True
1361,CRBP,38.96,35.56,17.1,14.55,11.62,True,3.16,47.08,91.27,True,True,True,True,True,True,True,True,True
1366,CRDL,1.78,1.66,1.17,1.12,1.02,True,0.55,2.06,83.33,True,True,True,True,True,True,True,True,True
1369,CRESY,9.52,8.56,8.43,8.25,8.11,True,5.72,9.91,82.54,True,True,True,True,True,True,True,True,True
1376,CRIS,14.73,11.85,9.49,7.28,5.98,True,0.38,16.8,85.71,True,True,True,True,True,True,True,True,True
1386,CRNX,44.27,42.48,35.67,31.57,29.09,True,15.97,48.03,76.19,True,True,True,True,True,True,True,True,True
1387,CRON,2.47,2.33,2.1,2.06,1.99,True,1.67,2.88,73.81,True,True,True,True,True,True,True,True,True
1388,CROX,127.71,126.91,104.95,104.91,103.04,True,77.27,147.78,76.98,True,True,True,True,True,True,True,True,True
1389,CRS,81.0,69.89,67.73,65.72,63.48,True,44.91,81.0,103.97,True,True,True,True,True,True,True,True,True
1396,CRVO,24.64,19.23,12.01,10.25,8.6,True,3.0,25.93,79.37,True,True,True,True,True,True,True,True,True
1406,CSL,379.28,368.6,312.52,302.07,288.97,True,205.75,400.5,107.94,True,True,True,True,True,True,True,True,True
1416,CSTM,21.25,20.47,18.73,18.48,18.0,True,13.6,22.88,83.33,True,True,True,True,True,True,True,True,True
1418,CSWC,25.72,24.33,23.46,23.0,22.49,True,17.36,25.72,118.25,True,True,True,True,True,True,True,True,True
1420,CSWI,239.49,232.17,204.05,197.58,190.6,True,133.04,240.1,107.94,True,True,True,True,True,True,True,True,True
1422,CTAS,667.85,643.66,581.34,560.81,543.24,True,439.63,687.03,119.05,True,True,True,True,True,True,True,True,True
1436,CTR,41.52,39.97,35.81,35.04,34.05,True,27.54,42.58,106.35,True,True,True,True,True,True,True,True,True
1444,CTV,2.36,2.08,1.58,1.48,1.35,True,0.89,2.5,80.16,True,True,True,True,True,True,True,True,True
1456,CURV,4.78,4.48,4.05,3.64,3.47,True,1.23,6.35,80.95,True,True,True,True,True,True,True,True,True
1461,CVCO,380.0,373.47,321.79,312.16,303.25,True,248.21,399.06,81.75,True,True,True,True,True,True,True,True,True
1463,CVEO,26.12,24.83,22.76,21.88,21.21,True,18.07,27.77,86.51,True,True,True,True,True,True,True,True,True
1470,CVLT,97.17,97.07,81.92,79.26,76.78,True,57.44,101.43,135.71,True,True,True,True,True,True,True,True,True
1473,CVNA,76.78,75.38,51.89,50.04,44.86,True,6.93,90.81,79.37,True,True,True,True,True,True,True,True,True
1480,CW,253.52,244.95,223.05,217.08,209.95,True,158.06,259.13,103.97,True,True,True,True,True,True,True,True,True
1488,CWST,95.49,94.04,85.7,84.8,84.07,True,73.32,98.87,84.92,True,True,True,True,True,True,True,True,True
1497,CXW,15.16,15.02,13.86,12.89,12.32,True,8.33,16.11,88.89,True,True,True,True,True,True,True,True,True
1517,DAC,74.76,72.23,70.77,69.94,69.31,True,54.46,79.37,80.95,True,True,True,True,True,True,True,True,True
1520,DAKT,9.27,9.04,9.03,8.73,8.43,True,4.77,12.17,96.83,True,True,True,True,True,True,True,True,True
1531,DAVE,42.34,32.32,16.48,13.99,11.04,True,4.55,42.34,95.24,True,True,True,True,True,True,True,True,True
1532,DAWN,16.77,15.23,13.64,13.53,13.29,True,9.68,17.46,83.33,True,True,True,True,True,True,True,True,True
1534,DB,16.49,14.67,12.95,12.43,11.9,True,9.94,16.49,107.94,True,True,True,True,True,True,True,True,True
1546,DCO,54.21,50.63,49.35,48.46,47.71,True,40.76,56.81,91.27,True,True,True,True,True,True,True,True,True
1555,DDOG,127.48,125.81,113.88,110.59,107.91,True,62.69,136.15,107.14,True,True,True,True,True,True,True,True,True
1556,DDS,436.54,425.48,376.17,365.34,356.15,True,275.31,475.54,80.95,True,True,True,True,True,True,True,True,True
1563,DELL,118.9,109.68,85.56,78.75,72.14,True,41.67,132.72,90.48,True,True,True,True,True,True,True,True,True
1567,DESP,12.28,10.51,8.89,8.59,8.12,True,5.1,13.14,91.27,True,True,True,True,True,True,True,True,True
1569,DFIN,65.55,62.53,59.52,56.66,55.08,True,41.78,65.55,101.59,True,True,True,True,True,True,True,True,True
1572,DFS,129.16,122.3,104.8,103.63,102.79,True,80.49,131.09,102.38,True,True,True,True,True,True,True,True,True
1587,DHR,253.38,248.72,229.45,228.19,225.06,True,185.1,256.19,92.86,True,True,True,True,True,True,True,True,True
1588,DHT,11.34,11.22,10.68,10.34,10.05,True,7.68,11.88,76.98,True,True,True,True,True,True,True,True,True
1596,DIS,114.1,113.82,97.53,94.61,92.09,True,79.32,122.82,88.1,True,True,True,True,True,True,True,True,True
1599,DJCO,362.01,354.51,327.96,319.7,313.19,True,270.51,395.44,101.59,True,True,True,True,True,True,True,True,True
1601,DK,29.75,29.03,27.39,27.27,26.54,True,19.62,33.39,90.48,True,True,True,True,True,True,True,True,True
1604,DKS,205.15,195.03,150.29,145.06,138.14,True,101.02,224.86,83.33,True,True,True,True,True,True,True,True,True
1629,DNN,2.0,1.94,1.81,1.69,1.61,True,1.01,2.22,88.89,True,True,True,True,True,True,True,True,True
1630,DNOW,15.18,14.17,11.91,11.71,11.26,True,8.89,15.43,79.37,True,True,True,True,True,True,True,True,True
1638,DOCU,56.75,55.95,51.35,51.05,50.46,True,38.53,63.55,93.65,True,True,True,True,True,True,True,True,True
1645,DOOR,131.45,130.72,102.59,102.47,99.54,True,77.65,131.59,91.27,True,True,True,True,True,True,True,True,True
1648,DOV,172.75,170.51,152.41,150.51,147.78,True,128.42,177.9,92.86,True,True,True,True,True,True,True,True,True
1656,DPZ,479.87,461.48,412.5,406.71,390.73,True,289.85,506.83,94.44,True,True,True,True,True,True,True,True,True
1672,DSGR,34.16,33.01,30.24,29.17,28.37,True,22.12,35.94,96.03,True,True,True,True,True,True,True,True,True
1673,DSGX,94.45,89.88,83.09,81.25,79.99,True,69.8,94.45,94.44,True,True,True,True,True,True,True,True,True
1689,DTM,63.54,59.15,56.07,55.09,53.78,True,45.46,63.54,96.83,True,True,True,True,True,True,True,True,True
1696,DUOL,218.43,210.27,197.8,184.89,178.58,True,119.66,241.21,89.68,True,True,True,True,True,True,True,True,True
1699,DVA,134.07,130.8,108.46,107.0,103.78,True,73.2,139.21,88.1,True,True,True,True,True,True,True,True,True
1708,DXPE,51.61,45.84,37.14,36.92,35.3,True,23.61,56.49,84.92,True,True,True,True,True,True,True,True,True
1711,DY,139.46,133.65,111.13,108.42,105.54,True,81.36,143.65,92.06,True,True,True,True,True,True,True,True,True
1713,DYN,26.03,25.98,16.81,15.37,13.95,True,6.62,29.18,92.06,True,True,True,True,True,True,True,True,True
1722,EAT,47.72,46.85,40.26,39.12,38.06,True,28.92,50.96,84.13,True,True,True,True,True,True,True,True,True
1753,EDR,26.4,25.19,23.64,23.56,23.24,True,17.67,26.56,85.71,True,True,True,True,True,True,True,True,True
1768,EFSCP,19.19,18.18,16.74,16.46,16.15,True,13.9,20.04,84.13,True,True,True,True,True,True,True,True,True
1780,EGO,14.42,13.03,11.93,11.39,10.92,True,8.43,15.66,93.65,True,True,True,True,True,True,True,True,True
1783,EGY,6.53,5.66,4.81,4.7,4.4,True,3.63,7.48,86.51,True,True,True,True,True,True,True,True,True
1786,EHC,82.22,77.51,70.32,69.98,68.5,True,59.79,83.36,89.68,True,True,True,True,True,True,True,True,True
1800,ELC,21.69,0.73,0.49,0.47,0.38,True,0.25,21.69,100.0,True,True,True,True,True,True,True,True,True
1801,ELDN,2.14,1.79,1.59,1.53,1.5,True,1.12,2.85,72.22,True,True,True,True,True,True,True,True,True
1805,ELMD,15.95,15.39,12.07,11.67,11.29,True,9.24,17.61,74.6,True,True,True,True,True,True,True,True,True
1816,ELYM,3.73,2.99,2.77,2.76,2.7,True,2.34,4.75,73.81,True,True,True,True,True,True,True,True,True
1821,EME,338.2,320.66,249.56,239.87,223.69,True,157.86,365.02,118.25,True,True,True,True,True,True,True,True,True
1824,EML,31.8,28.28,22.84,21.71,20.4,True,16.13,34.2,80.95,True,True,True,True,True,True,True,True,True
1826,EMN,97.04,92.89,85.03,84.79,83.16,True,69.03,102.02,82.54,True,True,True,True,True,True,True,True,True
1827,EMO,41.12,38.92,35.14,34.21,33.14,True,26.52,41.48,103.17,True,True,True,True,True,True,True,True,True
1828,EMR,110.15,109.96,98.77,97.92,95.59,True,77.68,114.67,91.27,True,True,True,True,True,True,True,True,True
1836,ENLC,13.7,13.0,12.61,12.44,12.12,True,8.47,13.95,97.62,True,True,True,True,True,True,True,True,True
1851,ENVA,63.71,61.19,53.11,53.0,52.14,True,36.14,63.71,92.06,True,True,True,True,True,True,True,True,True
1865,EPAC,36.07,34.16,30.65,29.67,28.89,True,23.13,36.07,97.62,True,True,True,True,True,True,True,True,True
1876,EQBK,34.03,32.47,29.94,28.84,27.99,True,20.9,34.69,85.71,True,True,True,True,True,True,True,True,True
1878,EQH,37.48,35.61,32.01,31.09,30.09,True,22.82,38.01,107.14,True,True,True,True,True,True,True,True,True
1887,ERF,20.35,18.62,16.76,16.72,16.17,True,13.66,20.67,96.83,True,True,True,True,True,True,True,True,True
1892,ERJ,24.58,22.76,18.49,17.63,16.7,True,12.88,27.04,91.27,True,True,True,True,True,True,True,True,True
1896,ESAB,108.04,102.8,86.39,82.24,78.03,True,55.62,113.86,98.41,True,True,True,True,True,True,True,True,True
1924,ETN,313.55,301.31,252.47,243.66,232.29,True,161.92,330.51,116.67,True,True,True,True,True,True,True,True,True
1929,ETRN,13.02,11.51,10.31,10.12,9.82,True,4.76,13.02,92.06,True,True,True,True,True,True,True,True,True
1935,EU,4.26,4.21,3.91,3.55,3.37,True,1.84,4.84,77.78,True,True,True,True,True,True,True,True,True
1936,EUDA,1.9,1.58,1.42,1.28,1.21,True,0.5,1.97,84.13,True,True,True,True,True,True,True,True,True
1945,EVER,18.85,17.55,12.35,10.87,9.74,True,5.55,19.97,100.79,True,True,True,True,True,True,True,True,True
1960,EVR,197.62,189.22,164.29,157.33,150.74,True,105.74,197.62,107.14,True,True,True,True,True,True,True,True,True
1969,EWBC,75.63,74.39,66.67,64.26,62.13,True,41.39,79.25,82.54,True,True,True,True,True,True,True,True,True
1982,EXPE,134.86,134.24,130.2,125.61,123.39,True,89.17,159.47,89.68,True,True,True,True,True,True,True,True,True
1992,EZPW,11.48,10.75,9.26,9.12,8.88,True,7.7,11.48,76.98,True,True,True,True,True,True,True,True,True
1994,FA,16.08,16.05,15.36,15.17,15.07,True,12.31,17.37,88.1,True,True,True,True,True,True,True,True,True
1999,FANG,204.45,190.49,167.16,162.32,155.29,True,124.86,208.26,102.38,True,True,True,True,True,True,True,True,True
2013,FBIZ,35.2,34.82,34.46,33.86,33.39,True,25.24,41.03,76.19,True,True,True,True,True,True,True,True,True
2014,FBK,38.63,35.97,34.64,33.93,33.22,True,24.85,40.76,71.43,True,True,True,True,True,True,True,True,True
2017,FBP,17.13,16.88,15.67,15.28,14.84,True,10.71,17.54,83.33,True,True,True,True,True,True,True,True,True
2026,FCFS,132.62,121.87,112.97,108.24,104.95,True,88.15,132.62,82.54,True,True,True,True,True,True,True,True,True
2028,FCNCA,1640.92,1566.63,1463.44,1443.26,1411.83,True,957.52,1640.92,84.92,True,True,True,True,True,True,True,True,True
2049,FEN,16.18,15.67,14.67,14.47,14.17,True,12.43,16.57,85.71,True,True,True,True,True,True,True,True,True
2052,FERG,212.65,210.67,185.82,178.94,172.81,True,133.83,223.85,103.97,True,True,True,True,True,True,True,True,True
2073,FHB,22.03,21.25,20.43,20.21,19.95,True,15.62,23.14,73.81,True,True,True,True,True,True,True,True,True
2076,FHN,15.02,14.56,13.22,13.08,12.78,True,9.67,17.59,77.78,True,True,True,True,True,True,True,True,True
2078,FI,155.53,151.74,135.06,132.36,129.32,True,109.61,159.82,105.56,True,True,True,True,True,True,True,True,True
2082,FIF,18.29,17.4,16.34,16.07,15.71,True,13.86,18.44,106.35,True,True,True,True,True,True,True,True,True
2084,FIHL,19.33,17.37,14.66,14.48,,True,11.74,19.58,90.48,True,True,True,True,True,True,True,True,True
2088,FIP,7.76,5.68,4.31,4.1,3.8,True,2.66,7.76,99.21,True,True,True,True,True,True,True,True,True
2089,FIS,72.07,69.34,61.05,60.2,58.57,True,47.16,74.18,86.51,True,True,True,True,True,True,True,True,True
2091,FITB,37.09,35.26,31.37,30.33,29.44,True,22.89,37.21,94.44,True,True,True,True,True,True,True,True,True
2097,FIX,305.24,298.03,226.78,214.31,200.32,True,131.88,323.4,92.86,True,True,True,True,True,True,True,True,True
2113,FLR,40.15,39.47,37.99,36.79,35.66,True,25.83,42.78,84.13,True,True,True,True,True,True,True,True,True
2114,FLS,47.22,44.62,40.91,40.34,39.38,True,32.12,47.89,102.38,True,True,True,True,True,True,True,True,True
2118,FLXS,38.29,36.09,25.84,24.52,22.66,True,15.96,41.31,103.17,True,True,True,True,True,True,True,True,True
2130,FNB,13.66,13.44,12.59,12.44,12.27,True,10.38,14.1,80.95,True,True,True,True,True,True,True,True,True
2134,FNF,50.76,50.73,46.95,45.24,43.8,True,33.29,53.1,107.14,True,True,True,True,True,True,True,True,True
2166,FPL,7.73,7.33,6.91,6.76,6.6,True,5.73,7.73,96.03,True,True,True,True,True,True,True,True,True
2171,FRD,19.31,18.25,15.13,15.08,14.29,True,9.55,19.31,97.62,True,True,True,True,True,True,True,True,True
2172,FREE,4.82,4.77,3.91,3.9,3.76,True,2.27,4.84,89.68,True,True,True,True,True,True,True,True,True
2180,FRME,34.93,33.72,32.44,31.95,31.45,True,24.89,37.94,70.63,True,True,True,True,True,True,True,True,True
2182,FRO,23.49,23.34,21.63,20.41,19.56,True,13.36,24.46,84.92,True,True,True,True,True,True,True,True,True
2193,FSCO,5.92,5.82,5.67,5.55,5.44,True,4.17,5.99,108.73,True,True,True,True,True,True,True,True,True
2195,FSEA,8.74,8.56,7.74,7.72,7.66,True,6.26,9.13,76.98,True,True,True,True,True,True,True,True,True
2201,FSM,4.67,3.6,3.39,3.34,3.22,True,2.64,4.8,74.6,True,True,True,True,True,True,True,True,True
2203,FSS,83.35,81.75,72.93,69.84,67.8,True,49.89,86.54,98.41,True,True,True,True,True,True,True,True,True
2207,FTAI,73.13,62.53,49.15,45.5,41.69,True,26.95,73.13,103.17,True,True,True,True,True,True,True,True,True
2219,FTI,25.72,23.67,21.35,20.69,19.71,True,12.81,26.95,96.03,True,True,True,True,True,True,True,True,True
2221,FTLF,28.56,24.12,21.56,20.63,19.62,True,15.28,29.6,90.48,True,True,True,True,True,True,True,True,True
2230,FULT,15.42,15.28,14.69,14.36,14.09,True,9.65,16.97,72.22,True,True,True,True,True,True,True,True,True
2233,FUNC,22.32,22.13,20.41,19.4,18.68,True,12.56,23.85,89.68,True,True,True,True,True,True,True,True,True
2237,FUSN,21.43,16.25,9.47,7.91,6.32,True,2.37,21.43,90.48,True,True,True,True,True,True,True,True,True
2238,FUTU,62.39,55.21,54.77,54.42,52.9,True,36.86,65.4,88.1,True,True,True,True,True,True,True,True,True
2251,GABC,33.99,32.64,30.78,30.32,29.87,True,25.76,34.64,77.78,True,True,True,True,True,True,True,True,True
2252,GAIA,3.98,3.18,2.88,2.76,2.65,True,2.12,3.98,85.71,True,True,True,True,True,True,True,True,True
2257,GALT,3.3,2.49,2.08,1.97,1.79,True,1.32,4.2,82.54,True,True,True,True,True,True,True,True,True
2267,GATO,10.05,7.84,6.43,6.01,5.5,True,3.71,10.05,83.33,True,True,True,True,True,True,True,True,True
2269,GAU,1.48,1.22,0.88,0.82,0.73,True,0.52,1.55,86.51,True,True,True,True,True,True,True,True,True
2273,GBCI,38.61,37.77,35.97,34.83,34.37,True,27.28,43.46,80.95,True,True,True,True,True,True,True,True,True
2274,GBDC,17.1,16.13,15.28,15.01,14.71,True,13.02,17.11,113.49,True,True,True,True,True,True,True,True,True
2280,GBX,52.79,50.68,44.34,44.11,42.47,True,25.68,54.48,84.92,True,True,True,True,True,True,True,True,True
