,stock_ticker,price,sma_50,sma_150,sma_200,sma_200_20_days_before,sma_200_is_up_for_months,low_of_52_weeks,high_of_52_weeks,rs_rating,is_pass_condition_1,is_pass_condition_2,is_pass_condition_3,is_pass_condition_4,is_pass_condition_5,is_pass_condition_6,is_pass_condition_7,is_pass_condition_8,is_pass_all_conditions
0,A,139.33,140.88,128.0,126.2,123.98,True,100.84,149.07,86.51,True,True,True,True,False,True,True,True,False
1,AA,35.96,31.33,28.9,29.56,29.4,True,23.23,37.18,74.6,True,False,True,False,True,True,True,True,False
2,AACG,0.9,1.23,1.09,1.14,1.17,False,0.81,1.94,70.63,False,False,False,False,False,False,False,True,False
3,AACI,11.2,11.1,10.88,10.81,10.72,True,10.12,11.85,84.13,True,True,True,True,True,False,True,True,False
4,AACT,10.61,10.56,10.44,10.38,,True,10.1,10.63,102.38,True,True,True,True,True,False,True,True,False
5,AADI,1.87,2.05,3.08,3.78,4.29,False,1.59,8.51,73.02,False,False,False,False,False,False,False,True,False
6,AAGR,0.36,0.52,3.28,4.33,4.99,False,0.3,7.77,79.37,False,False,False,False,False,False,False,True,False
7,AAL,14.37,14.5,13.52,14.09,14.36,False,10.92,18.8,80.16,True,False,False,False,False,True,True,True,False
8,AAMC,3.29,3.74,3.97,7.06,10.02,False,2.69,59.24,68.25,False,False,False,False,False,False,False,False,False
9,AAME,1.96,2.49,2.2,2.12,2.1,True,1.53,2.81,80.16,False,True,True,True,False,False,False,True,False
10,AAN,7.49,7.87,8.97,9.85,10.41,False,6.67,15.37,88.89,False,False,False,False,False,False,False,True,False
11,AAOI,11.48,14.62,14.32,13.5,12.79,True,1.64,23.19,75.4,False,True,True,True,False,True,False,True,False
12,AAON,87.5,84.8,71.09,69.43,67.14,True,52.73,92.88,103.97,True,True,True,True,True,True,True,True,True
13,AAP,77.53,74.47,62.93,64.11,63.11,True,47.9,123.83,73.81,True,False,True,False,True,True,False,True,False
14,AAPL,166.74,174.25,180.9,181.64,183.24,False,162.89,197.86,80.95,False,False,False,False,False,False,True,True,False
15,AAT,21.74,21.17,20.48,20.48,20.23,True,16.31,23.43,81.75,True,False,True,False,True,True,True,True,False
16,AB,33.77,33.55,30.92,30.74,30.43,True,25.48,34.98,80.16,True,True,True,True,True,True,True,True,True
17,ABAT,1.27,1.91,3.96,5.37,6.32,False,1.27,13.05,50.0,False,False,False,False,False,False,False,False,False
18,ABBV,170.28,173.65,157.34,153.58,149.92,True,127.34,180.42,101.59,True,True,True,True,False,True,True,True,False
19,ABCB,47.85,46.45,44.99,43.78,42.61,True,28.6,53.53,77.78,True,True,True,True,True,True,True,True,True
20,ABCL,4.09,4.67,4.79,5.16,5.42,False,3.87,7.95,72.22,False,False,False,False,False,False,False,True,False
21,ABEO,3.39,7.4,5.49,5.05,4.78,True,2.96,8.68,76.19,False,True,True,True,False,False,False,True,False
22,ABEV,2.31,2.48,2.56,2.61,2.67,False,2.26,3.06,76.19,False,False,False,False,False,False,True,True,False
23,ABG,219.95,216.64,213.66,217.24,218.18,True,184.92,251.19,90.48,True,False,True,False,True,False,True,True,False
24,ABIO,3.68,2.15,1.93,1.96,1.88,True,1.58,3.68,80.95,True,False,True,False,True,True,True,True,False
25,ABL,12.02,11.94,9.53,8.96,8.8,True,5.75,12.47,88.89,True,True,True,True,True,True,True,True,True
26,ABM,44.7,42.53,41.86,42.23,41.99,True,38.1,51.77,83.33,True,False,True,False,True,False,True,True,False
27,ABNB,160.88,159.55,141.95,141.24,138.06,True,104.42,168.18,82.54,True,True,True,True,True,True,True,True,True
28,ABOS,3.21,3.84,3.46,4.24,4.39,False,1.86,9.72,74.6,False,False,False,False,False,True,False,True,False
29,ABR,13.13,12.75,13.12,13.55,13.58,True,9.21,16.1,81.75,False,False,True,False,True,True,True,True,False
30,ABSI,4.83,5.16,3.32,2.94,2.58,True,1.15,6.59,92.06,True,True,True,True,False,True,False,True,False
31,ABT,108.03,113.48,106.07,105.68,105.14,True,89.31,120.36,83.33,True,True,True,True,False,False,True,True,False
32,ABTS,0.76,0.82,0.94,0.98,0.99,False,0.63,1.7,82.54,False,False,False,False,False,False,False,True,False
33,ABUS,2.71,2.77,2.32,2.27,2.22,True,1.69,3.12,73.02,True,True,True,True,False,True,True,True,False
34,ABVC,1.26,1.2,1.21,1.53,1.94,False,0.81,9.2,60.32,False,False,False,False,True,True,False,False,False
35,AC,32.48,32.9,33.86,34.52,34.78,False,31.92,39.86,80.16,False,False,False,False,False,False,True,True,False
36,ACA,77.42,82.16,77.4,77.08,76.39,True,58.18,85.95,98.41,True,True,True,True,False,True,True,True,False
37,ACAB,10.77,10.72,10.68,10.63,10.6,True,10.29,11.4,85.71,True,True,True,True,True,False,True,True,False
38,ACAD,16.74,20.64,23.49,24.64,25.27,False,16.74,33.47,69.84,False,False,False,False,False,False,False,False,False
39,ACB,7.22,4.5,4.75,4.96,4.9,True,2.89,9.83,65.87,True,False,True,False,True,True,False,False,False
40,ACBA,12.1,12.11,11.88,11.75,11.67,True,10.91,12.23,88.89,True,True,True,True,False,False,True,True,False
41,ACCD,9.48,9.98,9.91,10.83,11.18,False,6.5,16.06,73.81,False,False,False,False,False,True,False,True,False
42,ACCO,5.01,5.49,5.49,5.45,5.43,True,4.14,6.5,89.68,False,True,True,False,False,False,True,True,False
43,ACDC,8.26,8.03,8.41,9.23,9.59,False,6.73,13.71,75.4,False,False,False,False,True,False,False,True,False
44,ACEL,11.7,11.23,10.62,10.78,10.65,True,8.36,12.01,90.48,True,False,True,False,True,True,True,True,False
45,ACET,2.12,2.34,1.96,2.04,2.19,False,1.11,7.13,66.67,True,False,False,False,False,True,False,False,False
46,ACGL,94.05,89.74,84.0,82.39,80.49,True,69.67,94.9,99.21,True,True,True,True,True,True,True,True,True
47,ACGLN,19.69,20.22,19.11,18.82,18.66,True,16.16,20.89,74.6,True,True,True,True,False,False,True,True,False
48,ACGLO,22.91,23.41,22.19,21.92,21.81,True,18.78,24.16,85.71,True,True,True,True,False,False,True,True,False
49,ACHC,71.05,78.76,76.88,76.49,76.62,True,67.21,87.38,79.37,False,True,True,True,False,False,True,True,False
50,ACHL,0.8,1.11,0.95,0.96,0.96,True,0.78,1.57,76.98,False,False,True,False,False,False,False,True,False
51,ACHR,4.05,4.62,5.21,5.39,5.37,True,1.82,7.22,81.75,False,False,True,False,False,True,False,True,False
52,ACHV,4.55,4.42,4.4,4.59,4.7,False,3.15,9.93,80.16,False,False,False,False,True,True,False,True,False
53,ACI,20.26,20.87,21.63,21.71,21.75,True,19.6,23.46,81.75,False,False,True,False,False,False,True,True,False
54,ACIC,10.83,11.32,9.68,8.86,8.26,True,3.05,13.95,87.3,True,True,True,True,False,True,True,True,False
55,ACIU,2.38,3.12,3.28,3.23,3.21,True,1.85,5.0,70.63,False,True,True,False,False,False,False,True,False
56,ACIW,33.46,31.87,28.11,26.96,26.03,True,19.75,33.83,97.62,True,True,True,True,True,True,True,True,True
57,ACLS,98.65,109.79,127.7,140.47,147.03,False,94.79,200.48,70.63,False,False,False,False,False,False,False,True,False
58,ACLX,55.65,64.5,53.49,48.75,46.32,True,31.17,73.49,73.81,True,True,True,True,False,True,True,True,False
59,ACM,93.95,92.8,88.04,87.66,86.64,True,74.63,98.4,103.17,True,True,True,True,True,False,True,True,False
60,ACMR,28.08,27.31,20.95,19.36,17.78,True,8.88,33.91,76.98,True,True,True,True,True,True,True,True,True
61,ACN,317.78,352.47,337.12,330.93,328.95,True,259.49,385.42,98.41,False,True,True,True,False,False,True,True,False
62,ACNB,34.42,35.13,37.07,35.94,35.77,True,26.51,47.19,74.6,False,True,True,False,False,False,False,True,False
63,ACNT,9.99,10.35,9.33,9.24,9.13,True,7.35,10.9,76.19,True,True,True,True,False,True,True,True,False
64,ACON,0.28,0.57,3.28,4.62,6.02,False,0.28,21.12,53.97,False,False,False,False,False,False,False,False,False
65,ACP,6.59,6.62,6.22,6.18,6.11,True,5.14,6.84,111.11,True,True,True,True,False,False,True,True,False
66,ACR,13.98,12.18,9.81,9.53,9.01,True,6.99,14.23,87.3,True,True,True,True,True,True,True,True,True
67,ACRE,6.79,7.28,8.63,8.83,9.02,False,6.41,10.48,87.3,False,False,False,False,False,False,False,True,False
68,ACRS,1.23,1.22,2.31,3.91,4.75,False,0.64,10.95,76.98,False,False,False,False,True,True,False,True,False
69,ACRV,9.86,6.27,5.66,7.21,7.61,False,3.4,14.09,69.84,True,False,False,False,True,True,False,False,False
70,ACST,2.86,3.29,2.7,2.6,2.6,True,1.77,3.72,69.05,True,True,True,True,False,True,True,False,False
71,ACT,29.99,29.05,27.98,27.7,27.12,True,21.13,31.18,97.62,True,True,True,True,True,True,True,True,True
72,ACTG,5.0,4.62,4.04,4.0,3.92,True,3.46,5.37,79.37,True,True,True,True,True,True,True,True,True
73,ACU,40.21,44.04,39.63,36.92,35.08,True,24.02,49.89,89.68,True,True,True,True,False,True,True,True,False
74,ACV,22.65,22.86,20.28,19.79,19.3,True,16.12,24.24,87.3,True,True,True,True,False,True,True,True,False
75,ACVA,18.46,17.44,15.45,15.71,15.63,True,12.15,19.15,88.89,True,False,True,False,True,True,True,True,False
76,ACXP,2.04,2.48,3.22,2.9,2.96,False,1.28,5.76,69.84,False,True,False,False,False,True,False,False,False
77,ADAG,2.65,2.95,2.3,2.06,1.93,True,1.15,4.15,76.19,True,True,True,True,False,True,False,True,False
78,ADAP,1.13,1.38,0.91,0.89,0.87,True,0.43,1.75,69.05,True,True,True,True,False,True,False,False,False
79,ADBE,473.0,524.86,560.88,553.02,552.83,True,335.45,634.76,80.16,False,True,True,False,False,True,False,True,False
80,ADC,57.53,56.38,57.15,58.16,58.77,False,52.5,66.52,73.81,False,False,False,False,True,False,True,True,False
81,ADCT,5.02,4.63,2.47,2.19,1.96,True,0.47,5.29,77.78,True,True,True,True,True,True,True,True,True
82,ADD,0.23,0.25,0.38,0.6,0.7,False,0.21,1.71,75.4,False,False,False,False,False,False,False,True,False
83,ADEA,10.41,10.97,10.55,10.54,10.55,True,7.02,13.02,100.0,False,True,True,True,False,True,True,True,False
84,ADI,190.51,192.38,184.64,184.3,183.62,True,154.42,204.12,87.3,True,True,True,True,False,False,True,True,False
85,ADIL,1.73,1.67,1.9,2.69,3.06,False,0.82,9.75,57.94,False,False,False,False,True,True,False,False,False
86,ADM,61.52,58.43,65.76,69.44,70.46,False,50.9,85.41,87.3,False,False,False,False,True,False,False,True,False
87,ADMA,6.62,5.97,4.7,4.5,4.27,True,3.08,6.74,86.51,True,True,True,True,True,True,True,True,True
88,ADN,0.17,0.18,0.28,0.39,0.43,False,0.15,1.07,66.67,False,False,False,False,False,False,False,False,False
89,ADNT,29.0,32.58,33.88,35.54,36.27,False,28.02,44.8,80.95,False,False,False,False,False,False,False,True,False
90,ADP,247.5,246.56,237.88,238.98,236.07,True,204.32,254.4,93.65,True,False,True,False,True,False,True,True,False
91,ADPT,2.66,3.32,4.12,4.81,5.24,False,2.34,8.78,69.84,False,False,False,False,False,False,False,False,False
92,ADRT,12.69,12.86,12.03,11.89,11.69,True,10.42,13.99,82.54,True,True,True,True,False,False,True,True,False
93,ADSE,10.9,10.33,8.04,7.74,7.3,True,2.0,11.17,82.54,True,True,True,True,True,True,True,True,True
94,ADSK,218.43,250.19,232.55,227.29,224.4,True,189.9,266.68,92.06,False,True,True,True,False,False,True,True,False
95,ADT,6.35,6.6,6.34,6.3,6.26,True,5.0,7.41,90.48,True,True,True,True,False,False,True,True,False
96,ADTH,3.19,3.11,2.08,1.91,1.75,True,1.13,3.72,84.13,True,True,True,True,True,True,True,True,True
97,ADTN,4.72,5.57,6.41,7.01,7.51,False,4.63,10.81,78.57,False,False,False,False,False,False,False,True,False
98,ADTX,2.2,3.29,5.51,8.65,10.33,False,2.2,55.0,53.17,False,False,False,False,False,False,False,False,False
99,ADUS,93.22,97.4,90.81,90.57,89.83,True,78.9,114.02,81.75,True,True,True,True,False,False,True,True,False
100,ADV,4.77,4.09,3.45,3.25,3.06,True,1.17,4.77,104.76,True,True,True,True,True,True,True,True,True
101,ADVM,11.65,16.22,12.36,13.88,14.16,True,7.5,28.1,73.02,False,False,True,False,False,True,False,True,False
102,ADX,18.81,19.08,17.51,17.16,16.81,True,14.23,19.52,110.32,True,True,True,True,False,True,True,True,False
103,ADXN,17.9,14.19,9.44,9.69,9.01,True,5.15,27.9,76.98,True,False,True,False,True,True,False,True,False
104,AE,29.35,26.74,27.67,29.33,29.78,False,23.08,37.19,75.4,True,False,False,False,True,False,True,True,False
105,AEAE,11.19,11.16,10.89,10.78,10.7,True,10.26,11.46,87.3,True,True,True,True,True,False,True,True,False
106,AEE,74.45,71.69,73.03,74.78,75.5,False,67.3,87.83,76.98,False,False,False,False,True,False,True,True,False
107,AEF,4.95,5.0,4.78,4.81,4.81,True,4.26,5.19,83.33,True,False,True,False,False,False,True,True,False
108,AEFC,21.37,21.8,20.7,20.5,20.43,True,17.88,22.58,79.37,True,True,True,True,False,False,True,True,False
109,AEG,6.2,5.89,5.53,5.42,5.3,True,4.05,6.3,109.52,True,True,True,True,True,True,True,True,True
110,AEHL,1.93,1.68,2.08,3.03,3.69,False,1.44,15.3,70.63,False,False,False,False,True,True,False,True,False
111,AEHR,10.73,14.25,23.02,29.04,31.81,False,10.36,53.69,71.43,False,False,False,False,False,False,False,True,False
112,AEI,0.6,0.81,1.07,1.19,1.28,False,0.59,2.0,69.84,False,False,False,False,False,False,False,False,False
113,AEIS,94.14,98.7,99.15,102.85,103.87,True,83.63,125.66,78.57,False,False,True,False,False,False,False,True,False
114,AEL,56.17,55.4,54.62,54.26,53.37,True,36.88,56.17,98.41,True,True,True,True,True,True,True,True,True
115,AEM,63.06,55.41,51.28,50.5,49.25,True,42.71,63.84,87.3,True,True,True,True,True,True,True,True,True
116,AEMD,1.53,1.66,1.8,2.18,2.38,False,1.42,4.5,68.25,False,False,False,False,False,False,False,False,False
117,AENT,2.13,1.86,1.38,1.55,1.65,False,0.74,4.1,64.29,True,False,False,False,True,True,False,False,False
118,AEO,23.1,23.47,20.3,18.88,17.72,True,9.91,26.06,110.32,True,True,True,True,False,True,True,True,False
119,AEP,85.24,82.96,78.99,79.12,78.91,True,69.72,90.49,77.78,True,False,True,False,True,False,True,True,False
120,AER,85.93,82.47,73.08,70.55,68.32,True,54.02,87.63,98.41,True,True,True,True,True,True,True,True,True
121,AERT,2.29,2.35,4.21,5.78,6.55,False,1.67,10.98,78.57,False,False,False,False,False,True,False,True,False
122,AES,17.22,16.46,16.41,17.05,17.33,False,12.19,23.02,77.78,True,False,False,False,True,True,False,True,False
123,AESI,22.53,21.05,19.1,19.38,18.8,True,15.12,23.84,92.86,True,False,True,False,True,True,True,True,False
124,AEVA,3.09,4.49,3.95,4.34,4.59,False,2.38,7.4,79.37,False,False,False,False,False,False,False,True,False
125,AEYE,13.45,9.21,6.22,5.94,5.34,True,3.95,14.74,73.81,True,True,True,True,True,True,True,True,True
126,AEZS,1.96,1.97,1.94,2.16,2.23,False,1.42,3.23,65.87,False,False,False,False,False,True,False,False,False
127,AFAR,11.2,11.08,10.92,10.87,10.82,True,10.5,11.2,88.89,True,True,True,True,True,False,True,True,False
128,AFB,10.51,10.77,10.27,10.24,10.22,True,8.86,11.02,75.4,True,True,True,True,False,False,True,True,False
129,AFBI,16.9,16.54,15.63,15.2,14.78,True,11.56,17.15,84.13,True,True,True,True,True,True,True,True,True
130,AFCG,11.85,11.61,11.16,11.3,11.24,True,8.91,12.78,92.86,True,False,True,False,True,True,True,True,False
131,AFG,129.92,128.29,116.44,114.75,112.87,True,101.32,136.05,99.21,True,True,True,True,True,False,True,True,False
132,AFGB,23.56,24.21,23.2,23.07,22.96,True,20.75,25.02,80.16,True,True,True,True,False,False,True,True,False
133,AFGC,21.3,21.84,20.77,20.47,20.33,True,17.83,22.91,80.16,True,True,True,True,False,False,True,True,False
134,AFGD,23.16,23.72,22.36,22.17,22.02,True,19.53,24.88,75.4,True,True,True,True,False,False,True,True,False
135,AFGE,18.76,19.91,18.53,18.18,17.96,True,16.09,21.74,80.16,True,True,True,True,False,False,True,True,False
136,AFIB,0.17,0.19,0.3,0.38,0.45,False,0.16,1.02,63.49,False,False,False,False,False,False,False,False,False
137,AFL,83.86,82.21,80.72,78.79,77.32,True,63.12,85.86,116.67,True,True,True,True,True,True,True,True,True
138,AFMD,5.35,5.63,5.01,5.16,5.22,False,3.17,10.8,66.67,True,False,False,False,False,True,False,False,False
139,AFRI,10.49,10.4,10.76,10.83,10.91,False,10.2,11.74,83.33,False,False,False,False,True,False,True,True,False
140,AFRM,32.98,35.9,33.36,29.53,27.88,True,9.01,51.39,100.79,False,True,True,True,False,True,False,True,False
141,AFT,14.31,14.02,13.1,12.84,12.59,True,11.04,14.43,109.52,True,True,True,True,True,False,True,True,False
142,AFYA,16.1,19.29,18.97,18.09,17.73,True,10.77,22.37,72.22,False,True,True,True,False,True,False,True,False
143,AG,6.86,5.76,5.47,5.63,5.48,True,4.21,8.07,72.22,True,False,True,False,True,True,True,True,False
144,AGAE,0.81,0.96,0.99,0.98,0.99,False,0.79,1.48,68.25,False,True,False,False,False,False,False,False,False
145,AGBA,2.88,0.53,0.48,0.6,0.67,False,0.33,2.88,53.97,True,False,False,False,True,True,True,False,False
146,AGCO,118.49,115.59,116.89,119.56,120.42,False,106.47,138.85,88.89,False,False,False,False,True,False,True,True,False
147,AGD,9.33,9.37,8.9,8.88,8.83,True,7.86,9.64,92.06,True,True,True,True,False,False,True,True,False
148,AGEN,7.21,11.44,14.68,18.25,20.77,False,4.97,40.8,73.02,False,False,False,False,False,True,False,True,False
149,AGFY,0.27,0.43,1.17,1.58,1.91,False,0.27,4.98,69.84,False,False,False,False,False,False,False,False,False
150,AGI,15.1,13.51,13.02,12.76,12.47,True,10.88,15.37,90.48,True,True,True,True,True,True,True,True,True
151,AGIO,31.94,29.71,25.1,25.5,25.28,True,19.97,34.81,76.19,True,False,True,False,True,True,True,True,False
152,AGL,5.43,5.71,10.47,12.38,13.58,False,4.46,26.01,68.25,False,False,False,False,False,False,False,False,False
153,AGM,189.62,185.55,173.0,170.0,165.75,True,120.31,197.11,103.97,True,True,True,True,True,True,True,True,True
154,AGMH,1.08,1.73,1.68,1.69,1.72,False,1.03,2.44,78.57,False,False,False,False,False,False,False,True,False
155,AGNC,9.32,9.44,8.9,8.91,8.85,True,6.44,9.9,96.83,True,False,True,False,False,True,True,True,False
156,AGNCL,22.96,23.12,21.64,21.48,21.23,True,19.03,24.0,105.56,True,True,True,True,False,False,True,True,False
157,AGNCM,24.59,24.43,23.35,22.98,22.63,True,18.86,24.73,104.76,True,True,True,True,True,True,True,True,True
158,AGNCN,25.43,25.14,24.45,24.24,24.03,True,21.87,25.5,84.13,True,True,True,True,True,False,True,True,False
159,AGNCO,24.4,24.15,23.12,22.86,22.56,True,19.41,24.43,84.13,True,True,True,True,True,False,True,True,False
160,AGNCP,23.34,23.23,21.83,21.45,21.08,True,18.2,23.53,112.7,True,True,True,True,True,False,True,True,False
161,AGO,78.7,85.85,74.57,70.63,68.0,True,50.44,94.68,107.14,True,True,True,True,False,True,True,True,False
162,AGR,36.95,34.31,31.93,32.54,32.56,False,27.57,39.01,76.19,True,False,False,False,True,True,True,True,False
163,AGRI,0.15,0.18,1.22,2.48,3.55,False,0.15,32.65,38.1,False,False,False,False,False,False,False,False,False
164,AGRO,11.16,10.49,10.71,10.68,10.53,True,7.9,12.35,94.44,True,True,True,False,True,True,True,True,False
165,AGS,8.7,9.03,8.09,7.75,7.44,True,4.86,9.97,89.68,True,True,True,True,False,True,True,True,False
166,AGTI,10.06,9.56,7.8,9.04,9.67,False,5.14,18.56,82.54,True,False,False,False,True,True,False,True,False
167,AGX,62.07,50.33,46.77,45.06,43.56,True,36.89,62.07,98.41,True,True,True,True,True,True,True,True,True
168,AGYS,84.39,80.76,80.32,77.76,76.4,True,63.77,91.4,79.37,True,True,True,True,True,True,True,True,True
169,AHCO,9.91,9.83,8.44,9.47,9.52,True,6.49,14.77,69.84,True,False,True,False,True,True,False,False,False
170,AHG,0.8,1.23,1.19,1.02,0.95,True,0.25,2.6,79.37,False,True,True,True,False,True,False,True,False
171,AHH,10.77,10.46,10.79,10.88,10.95,False,9.57,12.6,86.51,False,False,False,False,True,False,True,True,False
172,AHT,1.29,1.46,1.85,2.2,2.44,False,1.28,4.85,53.17,False,False,False,False,False,False,False,False,False
173,AI,22.44,27.45,27.12,28.94,30.36,False,17.24,46.37,75.4,False,False,False,False,False,True,False,True,False
174,AIB,11.71,11.64,11.51,11.37,11.3,True,10.55,11.95,84.92,True,True,True,True,True,False,True,True,False
175,AIF,14.31,14.4,13.36,13.01,12.75,True,10.81,15.08,102.38,True,True,True,True,False,True,True,True,False
176,AIG,75.27,74.1,67.63,65.37,63.48,True,48.77,78.34,103.97,True,True,True,True,True,True,True,True,True
177,AIH,0.41,0.43,0.57,0.64,0.71,False,0.3,1.22,65.87,False,False,False,False,False,True,False,False,False
178,AIHS,0.9,0.89,0.57,0.56,0.54,True,0.21,1.02,67.46,True,True,True,True,True,True,True,False,False
179,AILE,7.01,10.9,10.62,10.59,10.48,True,6.76,18.0,85.71,False,True,True,True,False,False,False,True,False
180,AIM,0.41,0.43,0.45,0.5,0.5,False,0.33,0.71,70.63,False,False,False,False,False,False,False,True,False
181,AIMD,1.02,1.13,2.07,2.52,2.75,False,0.81,5.25,66.67,False,False,False,False,False,False,False,False,False
182,AIN,88.29,91.59,88.91,89.5,89.54,True,78.05,98.68,75.4,False,False,True,False,False,False,True,True,False
183,AINC,4.78,3.16,4.23,5.43,5.97,False,1.91,11.01,67.46,False,False,False,False,True,True,False,False,False
184,AIO,19.18,19.36,17.47,17.35,17.08,True,14.41,19.93,104.76,True,True,True,True,False,True,True,True,False
185,AIP,6.7,7.01,6.16,6.37,6.35,True,3.72,7.86,77.78,True,False,True,False,False,True,True,True,False
186,AIR,67.74,63.54,62.9,62.07,61.57,True,50.11,72.28,87.3,True,True,True,True,True,True,True,True,True
187,AIRC,38.42,33.06,31.92,32.19,32.05,True,27.72,38.44,81.75,True,False,True,False,True,True,True,True,False
188,AIRG,5.44,4.9,3.89,4.08,4.07,True,1.67,6.13,80.95,True,False,True,False,True,True,True,True,False
189,AIRI,5.1,4.7,3.7,3.57,3.42,True,2.65,5.7,78.57,True,True,True,True,True,True,True,True,True
190,AIRJ,10.2,11.72,11.04,10.91,10.88,True,9.94,29.27,87.3,False,True,True,True,False,False,False,True,False
191,AIRS,5.69,5.95,6.45,6.9,7.13,False,4.69,9.53,73.81,False,False,False,False,False,False,False,True,False
192,AIRT,24.58,19.75,19.4,20.19,20.52,False,14.15,27.8,79.37,True,False,False,False,True,True,True,True,False
193,AIRTP,17.06,17.33,17.58,18.37,18.68,False,15.05,21.66,86.51,False,False,False,False,False,False,True,True,False
194,AISP,7.9,6.5,7.29,8.14,8.39,False,1.4,13.47,86.51,False,False,False,False,True,True,False,True,False
195,AIT,186.7,189.88,172.92,166.88,161.87,True,122.16,201.01,95.24,True,True,True,True,False,True,True,True,False
196,AIU,0.62,0.78,0.94,0.96,1.01,False,0.54,1.23,72.22,False,False,False,False,False,False,False,True,False
197,AIV,8.12,7.76,7.26,7.47,7.5,False,5.68,8.89,77.78,True,False,False,False,True,True,True,True,False
198,AIXI,1.39,1.86,1.98,2.71,3.08,False,1.33,10.04,71.43,False,False,False,False,False,False,False,True,False
199,AIZ,176.22,178.34,165.7,158.03,152.99,True,114.33,188.24,111.9,True,True,True,True,False,True,True,True,False
200,AIZN,21.17,21.49,19.92,19.5,19.16,True,17.2,22.8,84.13,True,True,True,True,False,False,True,True,False
201,AJG,238.31,243.96,237.65,233.62,230.88,True,198.37,255.87,102.38,True,True,True,True,False,False,True,True,False
202,AJX,3.67,3.93,4.72,5.13,5.31,False,3.37,6.58,73.81,False,False,False,False,False,False,False,True,False
203,AJXA,24.95,24.77,24.1,23.88,23.69,True,22.04,24.97,104.76,True,True,True,True,True,False,True,True,False
204,AKA,11.4,10.7,8.93,8.12,7.59,True,3.85,13.65,83.33,True,True,True,True,True,True,True,True,True
205,AKAM,101.82,108.27,111.83,108.61,107.24,True,77.04,128.32,96.03,False,True,True,False,False,True,True,True,False
206,AKAN,0.09,0.19,0.37,0.43,0.49,False,0.09,1.39,64.29,False,False,False,False,False,False,False,False,False
207,AKBA,1.38,1.59,1.31,1.32,1.27,True,0.71,2.24,74.6,True,False,True,False,False,True,False,True,False
208,AKLI,0.24,0.28,0.38,0.55,0.64,False,0.21,1.6,66.67,False,False,False,False,False,False,False,False,False
209,AKR,17.67,16.57,15.72,15.47,15.17,True,12.01,17.67,93.65,True,True,True,True,True,True,True,True,True
210,AKRO,21.14,24.69,23.44,29.2,31.8,False,11.38,56.88,85.71,False,False,False,False,False,True,False,True,False
211,AKTS,0.58,0.61,0.65,0.98,1.22,False,0.48,3.46,61.11,False,False,False,False,False,False,False,False,False
212,AKTX,1.21,1.86,2.75,3.04,3.22,False,1.1,5.34,79.37,False,False,False,False,False,False,False,True,False
213,AKYA,3.88,4.87,4.6,4.92,5.18,False,3.13,8.35,70.63,False,False,False,False,False,False,False,True,False
214,AL,50.9,45.81,41.06,40.99,40.14,True,33.44,51.44,97.62,True,True,True,True,True,True,True,True,True
215,ALAR,27.69,19.28,10.49,8.54,6.52,True,1.92,27.69,92.86,True,True,True,True,True,True,True,True,True
216,ALB,115.31,122.34,131.22,148.51,158.15,False,108.38,241.45,74.6,False,False,False,False,False,False,False,True,False
217,ALBT,0.29,0.35,0.5,0.68,0.81,False,0.29,2.28,59.52,False,False,False,False,False,False,False,False,False
218,ALC,81.15,82.56,77.59,78.95,78.82,True,69.57,88.15,82.54,True,False,True,False,False,False,True,True,False
219,ALCC,12.93,11.54,10.83,10.71,10.49,True,10.26,16.05,88.89,True,True,True,True,True,False,True,True,False
220,ALCE,0.33,0.45,4.71,6.15,7.11,False,0.3,10.89,88.1,False,False,False,False,False,False,False,True,False
221,ALCO,28.38,28.1,27.53,26.78,26.49,True,22.48,30.46,95.24,True,True,True,True,True,False,True,True,False
222,ALCY,10.61,10.58,10.47,10.41,,False,10.18,10.62,96.03,True,True,False,True,True,False,True,True,False
223,ALDX,4.03,3.61,3.48,4.51,4.96,False,1.47,11.89,77.78,False,False,False,False,True,True,False,True,False
224,ALE,59.71,58.19,56.79,56.29,56.07,True,49.15,62.05,75.4,True,True,True,True,True,False,True,True,False
225,ALEC,5.33,6.14,6.18,6.26,6.36,False,3.77,8.77,94.44,False,False,False,False,False,True,False,True,False
226,ALEX,16.34,16.35,16.65,16.89,17.05,False,15.21,18.95,73.81,False,False,False,False,False,False,True,True,False
227,ALG,206.45,210.83,196.06,191.89,188.75,True,158.2,228.05,92.86,True,True,True,True,False,True,True,True,False
228,ALGM,26.76,28.68,28.69,31.99,33.44,False,24.86,52.72,66.67,False,False,False,False,False,False,False,False,False
229,ALGN,311.77,312.3,272.56,292.87,294.53,True,183.21,385.31,77.78,True,False,True,False,False,True,True,True,False
230,ALGS,0.86,0.9,0.76,0.8,0.81,False,0.56,1.36,75.4,True,False,False,False,False,True,False,True,False
231,ALGT,62.27,70.55,72.44,80.18,85.23,False,56.05,126.48,66.67,False,False,False,False,False,False,False,False,False
232,ALHC,5.16,5.34,6.63,6.46,6.58,False,4.47,9.0,84.92,False,True,False,False,False,False,False,True,False
233,ALIM,3.6,3.72,3.57,3.52,3.44,True,1.62,4.32,93.65,True,True,True,True,False,True,True,True,False
234,ALIT,9.25,9.29,8.28,8.34,8.31,True,6.48,10.32,72.22,True,False,True,False,False,True,True,True,False
235,ALK,45.67,39.89,37.29,39.48,40.27,False,31.08,56.34,84.13,True,False,False,False,True,True,True,True,False
